gid,year,m_20g_pop,w_20g_pop,m_30g_pop,w_30g_pop,m_40g_pop,w_40g_pop,m_50g_pop,w_50g_pop,m_60g_pop,w_60g_pop,m_70g_pop,w_70g_pop,m_80g_pop,w_80g_pop,m_90g_pop,w_90g_pop,m_100g_pop,w_100g_pop
다사458475,2021,28.0,48.0,30.0,40.0,23.0,30.0,25.0,22.0,8.0,9.0,0.0,8.0,0.0,7.0,,,,
다사463477,2021,24.0,28.0,25.0,30.0,18.0,24.0,31.0,33.0,19.0,26.0,11.0,11.0,7.0,7.0,,0.0,,
다사461495,2021,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,
다사462483,2021,19.0,22.0,47.0,21.0,22.0,10.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,
다사496475,2021,23.0,28.0,16.0,21.0,22.0,27.0,35.0,36.0,27.0,30.0,19.0,13.0,6.0,9.0,0.0,0.0,,
다사473444,2021,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,,0.0,,,,
다사468484,2021,19.0,17.0,9.0,11.0,14.0,17.0,22.0,27.0,19.0,21.0,11.0,12.0,10.0,13.0,,0.0,,
다사472485,2021,,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,
다사473480,2021,19.0,26.0,36.0,42.0,43.0,43.0,32.0,22.0,15.0,24.0,7.0,11.0,0.0,0.0,,,,
다사462458,2021,,,,,0.0,,,,,,,,0.0,0.0,,,,
다사476445,2021,27.0,27.0,34.0,18.0,19.0,13.0,26.0,26.0,18.0,18.0,18.0,15.0,0.0,12.0,,0.0,,
다사466464,2021,31.0,27.0,23.0,21.0,27.0,33.0,49.0,51.0,31.0,32.0,20.0,29.0,16.0,23.0,0.0,0.0,,
다사465453,2021,45.0,45.0,142.0,126.0,64.0,79.0,42.0,62.0,71.0,92.0,43.0,45.0,18.0,31.0,0.0,0.0,,0.0
다사463460,2021,,,,,,,,,0.0,,0.0,,,,,,,
다사471451,2021,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
다사472445,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,,,,,
다사483447,2021,33.0,45.0,19.0,24.0,23.0,36.0,40.0,52.0,42.0,28.0,15.0,15.0,0.0,10.0,0.0,0.0,,
다사463476,2021,27.0,31.0,55.0,59.0,45.0,49.0,21.0,30.0,21.0,18.0,6.0,6.0,,0.0,,,,
다사454467,2021,33.0,41.0,50.0,57.0,58.0,59.0,51.0,53.0,36.0,28.0,18.0,23.0,7.0,8.0,0.0,0.0,,
다사464455,2021,76.0,81.0,137.0,126.0,81.0,89.0,95.0,123.0,106.0,108.0,53.0,58.0,23.0,20.0,0.0,0.0,,
다사463464,2021,33.0,35.0,39.0,44.0,49.0,65.0,37.0,41.0,42.0,42.0,26.0,26.0,15.0,22.0,0.0,0.0,0.0,
다사474449,2021,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,
다사467489,2021,34.0,28.0,45.0,40.0,16.0,15.0,27.0,17.0,21.0,13.0,14.0,18.0,0.0,9.0,0.0,0.0,,
다사466452,2021,35.0,30.0,98.0,97.0,53.0,47.0,38.0,39.0,57.0,64.0,18.0,22.0,8.0,11.0,,0.0,,
다사478455,2021,33.0,28.0,22.0,19.0,32.0,29.0,40.0,44.0,35.0,39.0,14.0,27.0,12.0,15.0,0.0,0.0,,0.0
다사456470,2021,49.0,86.0,84.0,141.0,79.0,79.0,30.0,27.0,18.0,23.0,7.0,9.0,7.0,0.0,,0.0,,
다사466491,2021,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,
다사480468,2021,,,,,,,,,,,,,,,,,,
다사465470,2021,0.0,0.0,7.0,0.0,,0.0,0.0,,,,,,,,,,,
다사469440,2021,8.0,9.0,14.0,9.0,10.0,0.0,8.0,6.0,10.0,0.0,0.0,0.0,,0.0,,0.0,,
다사468447,2021,6.0,20.0,11.0,6.0,15.0,11.0,18.0,14.0,10.0,13.0,9.0,9.0,0.0,0.0,,,,
다사496474,2021,19.0,17.0,27.0,33.0,26.0,26.0,30.0,22.0,8.0,20.0,0.0,0.0,0.0,0.0,,,,
다사467444,2021,12.0,9.0,7.0,13.0,10.0,8.0,22.0,17.0,13.0,18.0,6.0,10.0,0.0,0.0,,0.0,,
다사463481,2021,29.0,33.0,33.0,43.0,34.0,33.0,38.0,38.0,15.0,16.0,8.0,0.0,0.0,0.0,,0.0,,
다사459468,2021,8.0,16.0,27.0,28.0,18.0,28.0,12.0,15.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,
다사477454,2021,30.0,24.0,30.0,17.0,21.0,23.0,36.0,36.0,41.0,38.0,19.0,26.0,0.0,10.0,0.0,,,
다사465440,2021,12.0,0.0,8.0,6.0,6.0,0.0,14.0,9.0,8.0,12.0,0.0,8.0,0.0,0.0,,,,
다사485448,2021,39.0,55.0,51.0,60.0,63.0,63.0,60.0,61.0,32.0,34.0,13.0,14.0,0.0,13.0,,0.0,,
다사497469,2021,68.0,65.0,54.0,73.0,102.0,122.0,108.0,110.0,78.0,89.0,52.0,59.0,29.0,41.0,6.0,10.0,,
다사466445,2021,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,10.0,7.0,0.0,7.0,0.0,0.0,,,,
다사476481,2021,50.0,72.0,73.0,121.0,34.0,41.0,25.0,29.0,17.0,22.0,10.0,11.0,0.0,0.0,0.0,0.0,,
다사496476,2021,30.0,21.0,38.0,47.0,34.0,40.0,40.0,38.0,36.0,44.0,10.0,14.0,0.0,9.0,0.0,0.0,,
다사468475,2021,25.0,25.0,44.0,35.0,19.0,12.0,21.0,12.0,7.0,9.0,7.0,7.0,0.0,0.0,,,,
다사475465,2021,0.0,,,,0.0,,,,,,0.0,,,,,,,
다사473485,2021,19.0,22.0,44.0,23.0,15.0,12.0,19.0,18.0,9.0,10.0,10.0,10.0,0.0,7.0,,0.0,,
다사472433,2021,17.0,14.0,21.0,17.0,10.0,10.0,22.0,20.0,22.0,22.0,9.0,11.0,6.0,6.0,,,,0.0
다사467480,2021,0.0,9.0,15.0,16.0,10.0,18.0,12.0,10.0,9.0,0.0,0.0,0.0,,0.0,0.0,,,
다사474473,2021,0.0,8.0,23.0,33.0,41.0,28.0,13.0,9.0,15.0,14.0,9.0,0.0,0.0,0.0,0.0,,,
다사482460,2021,16.0,19.0,11.0,21.0,25.0,22.0,34.0,26.0,27.0,27.0,19.0,27.0,10.0,10.0,0.0,,,
다사465448,2021,33.0,15.0,23.0,21.0,30.0,33.0,44.0,44.0,35.0,32.0,20.0,21.0,10.0,11.0,,0.0,,
다사468439,2021,13.0,27.0,18.0,18.0,14.0,8.0,6.0,6.0,0.0,6.0,6.0,7.0,0.0,0.0,,,,
다사457465,2021,34.0,25.0,51.0,61.0,73.0,66.0,54.0,54.0,37.0,55.0,26.0,27.0,11.0,16.0,,0.0,,
다사467468,2021,29.0,30.0,19.0,29.0,52.0,65.0,55.0,43.0,15.0,21.0,11.0,8.0,0.0,7.0,0.0,0.0,,
다사477462,2021,22.0,25.0,32.0,21.0,28.0,13.0,32.0,20.0,29.0,28.0,13.0,18.0,9.0,12.0,,,,
다사467462,2021,0.0,,,,,,0.0,,0.0,0.0,,,,,,,,
다사475459,2021,29.0,9.0,34.0,21.0,25.0,14.0,30.0,28.0,30.0,25.0,23.0,20.0,0.0,10.0,,0.0,,
다사473433,2021,23.0,16.0,28.0,16.0,10.0,11.0,23.0,25.0,22.0,28.0,7.0,10.0,0.0,0.0,,0.0,,
다사471477,2021,15.0,13.0,53.0,72.0,66.0,47.0,24.0,22.0,15.0,23.0,0.0,0.0,0.0,0.0,,,,
다사461489,2021,24.0,17.0,20.0,26.0,25.0,19.0,30.0,34.0,30.0,26.0,12.0,0.0,0.0,0.0,,0.0,,
다사488463,2021,21.0,17.0,18.0,10.0,7.0,10.0,9.0,11.0,7.0,11.0,9.0,7.0,0.0,0.0,,,,
다사473482,2021,25.0,35.0,8.0,25.0,30.0,26.0,32.0,42.0,26.0,30.0,23.0,30.0,12.0,14.0,,0.0,,
다사474440,2021,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,,,,
다사482450,2021,50.0,42.0,44.0,59.0,76.0,63.0,61.0,56.0,28.0,40.0,12.0,6.0,0.0,0.0,0.0,,,
다사488458,2021,12.0,18.0,30.0,17.0,22.0,23.0,24.0,17.0,22.0,28.0,12.0,19.0,6.0,0.0,0.0,0.0,,
다사467475,2021,22.0,14.0,17.0,17.0,11.0,9.0,14.0,14.0,13.0,16.0,6.0,11.0,0.0,0.0,,0.0,,
다사466435,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,
다사464477,2021,26.0,33.0,52.0,62.0,38.0,31.0,41.0,42.0,29.0,40.0,16.0,14.0,8.0,12.0,0.0,0.0,,
다사470466,2021,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,
다사476457,2021,9.0,17.0,9.0,13.0,10.0,10.0,15.0,22.0,20.0,17.0,0.0,13.0,0.0,8.0,0.0,,,0.0
다사486459,2021,39.0,41.0,49.0,32.0,23.0,22.0,35.0,38.0,39.0,28.0,18.0,39.0,12.0,21.0,,0.0,,
다사474479,2021,40.0,44.0,116.0,108.0,56.0,63.0,53.0,61.0,34.0,39.0,21.0,22.0,6.0,12.0,0.0,0.0,,
다사467457,2021,13.0,14.0,0.0,7.0,12.0,9.0,27.0,15.0,19.0,13.0,12.0,8.0,,0.0,0.0,0.0,,0.0
다사497471,2021,77.0,97.0,73.0,91.0,125.0,148.0,127.0,132.0,92.0,95.0,54.0,69.0,38.0,45.0,0.0,0.0,,
다사484453,2021,27.0,26.0,24.0,24.0,29.0,32.0,33.0,29.0,16.0,22.0,7.0,9.0,0.0,0.0,,,,
다사458476,2021,22.0,42.0,66.0,72.0,61.0,54.0,36.0,34.0,26.0,44.0,19.0,25.0,9.0,11.0,,0.0,,
다사480460,2021,19.0,14.0,18.0,10.0,20.0,25.0,33.0,19.0,37.0,39.0,35.0,34.0,0.0,12.0,0.0,6.0,,
다사469456,2021,13.0,17.0,14.0,10.0,13.0,6.0,16.0,12.0,18.0,18.0,11.0,12.0,0.0,0.0,,0.0,,
다사471480,2021,25.0,35.0,81.0,92.0,51.0,52.0,25.0,40.0,39.0,31.0,18.0,22.0,10.0,11.0,0.0,0.0,,
다사475471,2021,39.0,15.0,71.0,43.0,49.0,32.0,40.0,22.0,42.0,47.0,19.0,30.0,12.0,12.0,,0.0,,
다사466448,2021,6.0,0.0,9.0,9.0,0.0,0.0,8.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,,0.0,,
다사479449,2021,18.0,10.0,15.0,15.0,18.0,13.0,20.0,18.0,22.0,24.0,12.0,10.0,0.0,0.0,,,,
다사473481,2021,37.0,38.0,44.0,53.0,55.0,54.0,42.0,56.0,65.0,66.0,45.0,45.0,23.0,18.0,0.0,0.0,,
다사472441,2021,56.0,52.0,27.0,39.0,37.0,26.0,66.0,76.0,62.0,55.0,28.0,31.0,12.0,22.0,0.0,0.0,,
다사469432,2021,56.0,110.0,99.0,114.0,46.0,35.0,36.0,28.0,26.0,20.0,8.0,13.0,7.0,0.0,,0.0,,
다사474471,2021,23.0,46.0,68.0,49.0,12.0,0.0,15.0,0.0,14.0,0.0,0.0,,,0.0,,,,
다사457476,2021,29.0,45.0,46.0,27.0,19.0,16.0,32.0,20.0,11.0,14.0,6.0,9.0,0.0,6.0,,,,
다사496472,2021,18.0,24.0,40.0,45.0,48.0,49.0,31.0,44.0,45.0,42.0,25.0,28.0,12.0,17.0,0.0,0.0,,0.0
다사484476,2021,,,,,,,,,,,,,,,,,,
다사495469,2021,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,
다사457473,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
다사478446,2021,15.0,0.0,11.0,15.0,33.0,20.0,48.0,30.0,32.0,40.0,17.0,17.0,6.0,8.0,0.0,0.0,,0.0
다사454469,2021,39.0,34.0,91.0,113.0,80.0,78.0,42.0,52.0,40.0,57.0,33.0,47.0,11.0,25.0,0.0,6.0,,
다사477460,2021,18.0,19.0,21.0,16.0,25.0,18.0,27.0,26.0,24.0,25.0,13.0,25.0,8.0,12.0,0.0,0.0,,
다사471465,2021,9.0,0.0,13.0,10.0,9.0,10.0,9.0,9.0,6.0,8.0,0.0,0.0,0.0,0.0,,0.0,,
다사465481,2021,51.0,35.0,63.0,53.0,41.0,43.0,53.0,65.0,53.0,46.0,24.0,24.0,0.0,14.0,0.0,0.0,,
다사479467,2021,15.0,49.0,28.0,40.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
다사486444,2021,11.0,11.0,6.0,8.0,8.0,6.0,10.0,9.0,11.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,,
다사473441,2021,35.0,37.0,33.0,25.0,32.0,36.0,43.0,55.0,49.0,51.0,26.0,28.0,17.0,16.0,,0.0,,
다사463462,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,,
다사478468,2021,,,,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
다사472475,2021,,0.0,,,,,,,0.0,0.0,,,,,,,,
다사458470,2021,10.0,19.0,39.0,38.0,41.0,32.0,20.0,21.0,6.0,10.0,0.0,0.0,0.0,,,0.0,0.0,
다사462493,2021,12.0,18.0,23.0,28.0,21.0,20.0,15.0,15.0,10.0,18.0,6.0,0.0,0.0,0.0,,,,
다사492468,2021,24.0,34.0,54.0,64.0,49.0,57.0,49.0,52.0,47.0,64.0,38.0,37.0,12.0,17.0,0.0,0.0,,
다사501470,2021,16.0,9.0,12.0,10.0,20.0,21.0,20.0,24.0,26.0,24.0,14.0,13.0,11.0,13.0,0.0,0.0,,0.0
다사465474,2021,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,
다사500471,2021,0.0,10.0,6.0,13.0,18.0,23.0,13.0,7.0,12.0,17.0,0.0,7.0,,7.0,0.0,0.0,,
다사495468,2021,,0.0,,,0.0,,6.0,0.0,0.0,0.0,0.0,,,,,,,
다사470457,2021,30.0,28.0,37.0,62.0,78.0,62.0,47.0,40.0,34.0,35.0,17.0,18.0,7.0,9.0,,,,
다사458465,2021,8.0,14.0,18.0,22.0,26.0,27.0,9.0,15.0,13.0,11.0,0.0,0.0,0.0,,,,,
다사473440,2021,35.0,37.0,31.0,17.0,22.0,19.0,49.0,60.0,32.0,31.0,16.0,26.0,18.0,19.0,,0.0,,
다사476454,2021,24.0,13.0,29.0,27.0,25.0,23.0,33.0,28.0,31.0,33.0,21.0,25.0,9.0,9.0,0.0,0.0,,
다사475445,2021,25.0,18.0,19.0,6.0,29.0,19.0,23.0,36.0,32.0,41.0,27.0,23.0,10.0,19.0,,0.0,,
다사469443,2021,11.0,8.0,9.0,9.0,12.0,11.0,13.0,21.0,14.0,14.0,9.0,7.0,0.0,0.0,,0.0,,
다사466460,2021,0.0,0.0,7.0,0.0,9.0,6.0,9.0,0.0,8.0,11.0,10.0,8.0,0.0,8.0,,0.0,,
다사471471,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,,,,
다사469444,2021,0.0,0.0,12.0,11.0,11.0,10.0,12.0,13.0,7.0,11.0,10.0,7.0,0.0,0.0,,,,
다사499470,2021,28.0,31.0,25.0,33.0,39.0,56.0,42.0,49.0,50.0,56.0,30.0,36.0,18.0,26.0,0.0,0.0,,
다사497472,2021,26.0,25.0,23.0,30.0,53.0,69.0,47.0,52.0,39.0,43.0,27.0,26.0,14.0,18.0,0.0,6.0,,
다사460474,2021,21.0,15.0,20.0,19.0,25.0,20.0,19.0,21.0,14.0,17.0,10.0,15.0,6.0,9.0,0.0,0.0,,
다사482453,2021,36.0,25.0,26.0,24.0,23.0,16.0,43.0,43.0,48.0,46.0,21.0,19.0,11.0,14.0,0.0,0.0,,
다사486447,2021,7.0,15.0,15.0,22.0,21.0,15.0,14.0,20.0,23.0,27.0,13.0,16.0,0.0,7.0,,,,
다사465442,2021,14.0,21.0,26.0,22.0,35.0,19.0,32.0,40.0,34.0,37.0,23.0,31.0,6.0,10.0,,,,
다사473431,2021,,,,,,,,,,0.0,0.0,,,,,,,
다사464485,2021,35.0,41.0,42.0,45.0,54.0,48.0,59.0,62.0,62.0,71.0,26.0,28.0,7.0,21.0,0.0,0.0,,
다사465441,2021,22.0,20.0,37.0,31.0,31.0,29.0,38.0,40.0,45.0,45.0,26.0,31.0,14.0,19.0,0.0,0.0,,
다사469451,2021,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,,,
다사468488,2021,31.0,47.0,32.0,42.0,24.0,14.0,22.0,12.0,20.0,15.0,0.0,10.0,0.0,6.0,,0.0,,
다사462474,2021,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,
다사466459,2021,,,0.0,,0.0,,,,0.0,,0.0,,0.0,,,,,
다사479455,2021,11.0,6.0,14.0,8.0,8.0,0.0,20.0,18.0,29.0,20.0,10.0,10.0,0.0,0.0,,0.0,,
다사462472,2021,23.0,15.0,27.0,16.0,32.0,12.0,24.0,22.0,21.0,22.0,13.0,37.0,11.0,10.0,0.0,0.0,,
다사466485,2021,0.0,0.0,17.0,10.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,
다사467440,2021,7.0,9.0,11.0,7.0,0.0,0.0,7.0,0.0,12.0,0.0,7.0,0.0,,,,,,
다사455472,2021,27.0,54.0,79.0,68.0,25.0,20.0,17.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
다사463467,2021,12.0,12.0,24.0,28.0,52.0,62.0,23.0,21.0,16.0,19.0,12.0,11.0,7.0,12.0,0.0,0.0,,0.0
다사468452,2021,14.0,16.0,14.0,16.0,22.0,20.0,20.0,26.0,26.0,29.0,18.0,11.0,9.0,7.0,,0.0,,
다사473460,2021,44.0,35.0,38.0,57.0,55.0,55.0,48.0,59.0,38.0,46.0,14.0,13.0,6.0,7.0,,0.0,,
다사461468,2021,20.0,17.0,9.0,11.0,16.0,24.0,22.0,25.0,18.0,24.0,13.0,7.0,,0.0,,0.0,,
다사472440,2021,44.0,52.0,37.0,32.0,45.0,33.0,54.0,74.0,66.0,58.0,30.0,45.0,12.0,12.0,0.0,9.0,,
다사470446,2021,13.0,12.0,9.0,8.0,13.0,21.0,18.0,14.0,17.0,16.0,9.0,10.0,0.0,0.0,,0.0,,
다사472458,2021,40.0,30.0,35.0,34.0,35.0,40.0,50.0,45.0,45.0,44.0,14.0,14.0,0.0,9.0,0.0,0.0,,
다사462487,2021,,0.0,9.0,8.0,0.0,0.0,,0.0,0.0,,,,,,,,,
다사455474,2021,22.0,54.0,111.0,107.0,42.0,33.0,36.0,22.0,20.0,32.0,13.0,17.0,6.0,7.0,,0.0,,
다사466447,2021,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사474459,2021,65.0,61.0,68.0,70.0,66.0,54.0,76.0,89.0,45.0,42.0,16.0,25.0,7.0,20.0,,0.0,,
다사455476,2021,24.0,20.0,28.0,13.0,7.0,0.0,10.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,,,,
다사466482,2021,14.0,14.0,27.0,23.0,31.0,32.0,21.0,21.0,20.0,23.0,11.0,12.0,0.0,6.0,0.0,0.0,,
다사481465,2021,62.0,73.0,58.0,51.0,31.0,33.0,32.0,31.0,38.0,40.0,19.0,19.0,8.0,8.0,0.0,0.0,,
다사463474,2021,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,
다사471448,2021,0.0,0.0,0.0,0.0,0.0,7.0,16.0,10.0,6.0,0.0,7.0,8.0,0.0,0.0,,,,
다사480472,2021,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
다사466465,2021,25.0,25.0,16.0,18.0,34.0,38.0,32.0,34.0,25.0,37.0,26.0,20.0,13.0,13.0,,0.0,,
다사473438,2021,16.0,23.0,22.0,21.0,17.0,21.0,28.0,27.0,23.0,34.0,20.0,27.0,0.0,0.0,,,,
다사475448,2021,13.0,13.0,7.0,11.0,13.0,8.0,14.0,23.0,17.0,13.0,0.0,7.0,0.0,0.0,,0.0,,
다사470432,2021,22.0,34.0,34.0,36.0,15.0,7.0,8.0,0.0,11.0,8.0,,0.0,0.0,0.0,,,,
다사466462,2021,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,
다사471460,2021,33.0,25.0,43.0,46.0,34.0,26.0,33.0,43.0,35.0,39.0,14.0,19.0,0.0,10.0,0.0,0.0,,
다사459469,2021,11.0,17.0,46.0,49.0,50.0,46.0,15.0,17.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,
다사475481,2021,15.0,26.0,38.0,36.0,26.0,27.0,31.0,32.0,39.0,41.0,13.0,0.0,0.0,7.0,0.0,0.0,,
다사487449,2021,12.0,21.0,11.0,18.0,9.0,11.0,7.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,,,
다사469468,2021,6.0,0.0,20.0,16.0,35.0,20.0,29.0,7.0,37.0,9.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,
다사487479,2021,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,
다사474484,2021,39.0,39.0,51.0,35.0,23.0,16.0,25.0,22.0,23.0,24.0,14.0,15.0,6.0,9.0,,0.0,,
다사487469,2021,0.0,0.0,0.0,8.0,6.0,9.0,13.0,11.0,12.0,9.0,8.0,14.0,7.0,0.0,0.0,,,
다사466439,2021,17.0,0.0,13.0,13.0,8.0,6.0,7.0,11.0,13.0,10.0,12.0,15.0,0.0,0.0,,,,
다사468451,2021,20.0,18.0,34.0,22.0,23.0,27.0,34.0,24.0,18.0,32.0,11.0,15.0,0.0,7.0,,0.0,,
다사469485,2021,36.0,74.0,47.0,59.0,28.0,29.0,34.0,39.0,22.0,23.0,13.0,9.0,6.0,12.0,,0.0,,
다사466453,2021,47.0,64.0,85.0,78.0,55.0,61.0,52.0,67.0,87.0,112.0,38.0,31.0,11.0,11.0,0.0,0.0,,
다사471481,2021,28.0,45.0,73.0,82.0,80.0,90.0,55.0,62.0,51.0,54.0,36.0,32.0,0.0,16.0,0.0,0.0,,
다사472444,2021,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
다사475437,2021,12.0,15.0,13.0,7.0,10.0,9.0,23.0,21.0,10.0,18.0,13.0,9.0,0.0,7.0,,0.0,,
다사476463,2021,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,
다사459496,2021,37.0,38.0,81.0,84.0,58.0,57.0,47.0,61.0,42.0,53.0,19.0,25.0,7.0,12.0,0.0,0.0,,
다사476470,2021,10.0,12.0,14.0,8.0,16.0,9.0,40.0,15.0,32.0,24.0,13.0,22.0,9.0,14.0,0.0,0.0,,
다사469434,2021,15.0,13.0,17.0,16.0,8.0,12.0,15.0,13.0,18.0,20.0,9.0,16.0,8.0,8.0,,0.0,,
다사464484,2021,32.0,35.0,29.0,42.0,37.0,34.0,39.0,37.0,30.0,31.0,9.0,10.0,0.0,6.0,,0.0,,
다사465477,2021,35.0,62.0,96.0,101.0,33.0,22.0,26.0,40.0,30.0,36.0,6.0,15.0,7.0,9.0,0.0,0.0,,
다사487445,2021,,,,,0.0,,,,,,,,,,,,,
다사484445,2021,26.0,46.0,43.0,36.0,21.0,26.0,22.0,18.0,21.0,26.0,11.0,18.0,6.0,10.0,0.0,0.0,,
다사487480,2021,15.0,23.0,52.0,49.0,16.0,14.0,13.0,8.0,14.0,6.0,0.0,0.0,,0.0,,,,
다사501469,2021,28.0,31.0,27.0,34.0,30.0,35.0,34.0,45.0,28.0,29.0,10.0,14.0,14.0,20.0,0.0,0.0,,
다사472451,2021,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사470468,2021,11.0,9.0,21.0,23.0,18.0,9.0,9.0,9.0,8.0,7.0,0.0,9.0,0.0,0.0,,0.0,,
다사486450,2021,21.0,18.0,24.0,28.0,37.0,39.0,31.0,32.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,,,
다사458473,2021,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,,,
다사470456,2021,18.0,28.0,23.0,9.0,18.0,14.0,23.0,19.0,19.0,20.0,16.0,25.0,8.0,10.0,0.0,0.0,,
다사476472,2021,31.0,24.0,47.0,52.0,57.0,52.0,40.0,46.0,30.0,26.0,9.0,10.0,0.0,0.0,,,,
다사480449,2021,29.0,24.0,38.0,34.0,44.0,48.0,34.0,45.0,24.0,33.0,10.0,14.0,6.0,13.0,0.0,0.0,,
다사477472,2021,45.0,52.0,63.0,47.0,58.0,70.0,63.0,57.0,48.0,28.0,26.0,17.0,10.0,11.0,,,,
다사461488,2021,0.0,0.0,33.0,24.0,15.0,18.0,10.0,14.0,11.0,11.0,0.0,0.0,,0.0,0.0,,,
다사474446,2021,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사465452,2021,13.0,11.0,13.0,11.0,7.0,12.0,12.0,16.0,21.0,22.0,11.0,8.0,0.0,0.0,,0.0,,
다사471486,2021,38.0,111.0,80.0,122.0,18.0,20.0,12.0,8.0,9.0,7.0,,0.0,0.0,0.0,0.0,,,
다사463491,2021,79.0,64.0,54.0,61.0,70.0,96.0,89.0,90.0,80.0,73.0,25.0,32.0,14.0,14.0,0.0,0.0,,
다사472470,2021,11.0,21.0,23.0,8.0,15.0,8.0,28.0,10.0,43.0,21.0,9.0,0.0,0.0,0.0,,0.0,,
다사472438,2021,6.0,11.0,0.0,0.0,12.0,0.0,14.0,14.0,16.0,16.0,16.0,15.0,0.0,7.0,,0.0,,
다사478470,2021,15.0,20.0,47.0,29.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,,,
다사500468,2021,48.0,49.0,32.0,36.0,59.0,79.0,87.0,89.0,56.0,63.0,28.0,40.0,25.0,23.0,0.0,0.0,,
다사475468,2021,0.0,,0.0,,0.0,,7.0,0.0,6.0,,0.0,0.0,0.0,,,,,
다사471467,2021,14.0,21.0,21.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
다사465475,2021,0.0,0.0,7.0,6.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,6.0,0.0,0.0,,,,
다사483452,2021,65.0,63.0,70.0,71.0,44.0,55.0,71.0,103.0,89.0,73.0,35.0,34.0,14.0,11.0,,0.0,,
다사473461,2021,43.0,47.0,45.0,33.0,32.0,39.0,43.0,49.0,41.0,40.0,21.0,15.0,6.0,6.0,,,,
다사483459,2021,15.0,12.0,17.0,21.0,11.0,8.0,17.0,17.0,14.0,9.0,6.0,7.0,7.0,8.0,,0.0,,
다사461494,2021,40.0,39.0,47.0,34.0,42.0,41.0,51.0,40.0,49.0,48.0,22.0,21.0,10.0,13.0,,6.0,,
