gid,year,m_20g_pop,w_20g_pop,m_30g_pop,w_30g_pop,m_40g_pop,w_40g_pop,m_50g_pop,w_50g_pop,m_60g_pop,w_60g_pop,m_70g_pop,w_70g_pop,m_80g_pop,w_80g_pop,m_90g_pop,w_90g_pop,m_100g_pop,w_100g_pop
다사506479,2023,,,,,,,,,,,,,,,,,,
다사455506,2023,,,,,,,,,,,,,,,,,,
다사488447,2023,,,,,,,,,,,,,,,,,,
다사491484,2023,,,,,,,,,,,,,,,,,,
다사452477,2023,,,,,,,,,,,,,,,,,,
다사467496,2023,,,,,,,,,,,,,,,,,,
다사470491,2023,,,,,,,,,,,,,,,,,,
다사511478,2023,,,,,,,,,,,,,,,,,,
다사504484,2023,,,,,,,,,,,,,,,,,,
다사465494,2023,,,,,,,,,,,,,,,,,,
다사491468,2023,,,,,,,,,,,,,,,,,,
다사482484,2023,,,,,,,,,,,,,,,,,,
다사481471,2023,,,,,,,,,,,,,,,,,,
다사481487,2023,,,,,,,,,,,,,,,,,,
다사490468,2023,,,,,,,,,,,,,,,,,,
다사481482,2023,,,,,,,,,,,,,,,,,,
다사488488,2023,,,,,,,,,,,,,,,,,,
다사503481,2023,,,,,,,,,,,,,,,,,,
다사504466,2023,,,,,,,,,,,,,,,,,,
다사452472,2023,,,,,,,,,,,,,,,,,,
다사481474,2023,,,,,,,,,,,,,,,,,,
다사462480,2023,,,,,,,,,,,,,,,,,,
다사484470,2023,,,,,,,,,,,,,,,,,,
다사494469,2023,,,,,,,,,,,,,,,,,,
다사483488,2023,,,,,,,,,,,,,,,,,,
다사480482,2023,,,,,,,,,,,,,,,,,,
다사505478,2023,,,,,,,,,,,,,,,,,,
다사502481,2023,,,,,,,,,,,,,,,,,,
다사477447,2023,,,,,,,,,,,,,,,,,,
다사458461,2023,,,,,,,,,,,,,,,,,,
다사496463,2023,,,,,,,,,,,,,,,,,,
다사490465,2023,,,,,,,,,,,,,,,,,,
다사483473,2023,,,,,,,,,,,,,,,,,,
다사487489,2023,,,,,,,,,,,,,,,,,,
다사509482,2023,,,,,,,,,,,,,,,,,,
다사487477,2023,,,,,,,,,,,,,,,,,,
다사501476,2023,,,,,,,,,,,,,,,,,,
다사481486,2023,,,,,,,,,,,,,,,,,,
다사461485,2023,,,,,,,,,,,,,,,,,,
다사464450,2023,,,,,,,,,,,,,,,,,,
다사483467,2023,,,,,,,,,,,,,,,,,,
다사492486,2023,,,,,,,,,,,,,,,,,,
다사466497,2023,,,,,,,,,,,,,,,,,,
다사472491,2023,,,,,,,,,,,,,,,,,,
다사505469,2023,,,,,,,,,,,,,,,,,,
다사456504,2023,,,,,,,,,,,,,,,,,,
다사504475,2023,,,,,,,,,,,,,,,,,,
다사463475,2023,,,,,,,,,,,,,,,,,,
다사473494,2023,,,,,,,,,,,,,,,,,,
다사475492,2023,,,,,,,,,,,,,,,,,,
다사456479,2023,,,,,,,,,,,,,,,,,,
다사466484,2023,,,,,,,,,,,,,,,,,,
다사485474,2023,,,,,,,,,,,,,,,,,,
다사480491,2023,,,,,,,,,,,,,,,,,,
다사487485,2023,,,,,,,,,,,,,,,,,,
다사494490,2023,,,,,,,,,,,,,,,,,,
다사480487,2023,,,,,,,,,,,,,,,,,,
다사455477,2023,,,,,,,,,,,,,,,,,,
다사485489,2023,,,,,,,,,,,,,,,,,,
다사479488,2023,,,,,,,,,,,,,,,,,,
다사502474,2023,,,,,,,,,,,,,,,,,,
다사501484,2023,,,,,,,,,,,,,,,,,,
다사498490,2023,,,,,,,,,,,,,,,,,,
다사506464,2023,,,,,,,,,,,,,,,,,,
다사508471,2023,,,,,,,,,,,,,,,,,,
다사463456,2023,,,,,,,,,,,,,,,,,,
다사478489,2023,,,,,,,,,,,,,,,,,,
다사482474,2023,,,,,,,,,,,,,,,,,,
다사460460,2023,,,,,,,,,,,,,,,,,,
다사485478,2023,,,,,,,,,,,,,,,,,,
다사460492,2023,,,,,,,,,,,,,,,,,,
다사465437,2023,,,,,,,,,,,,,,,,,,
다사502466,2023,,,,,,,,,,,,,,,,,,
다사454501,2023,,,,,,,,,,,,,,,,,,
다사502472,2023,,,,,,,,,,,,,,,,,,
다사464466,2023,,,,,,,,,,,,,,,,,,
다사490485,2023,,,,,,,,,,,,,,,,,,
다사487482,2023,,,,,,,,,,,,,,,,,,
다사497488,2023,,,,,,,,,,,,,,,,,,
다사507473,2023,,,,,,,,,,,,,,,,,,
다사483484,2023,,,,,,,,,,,,,,,,,,
다사471475,2023,,,,,,,,,,,,,,,,,,
다사463503,2023,,,,,,,,,,,,,,,,,,
다사495464,2023,,,,,,,,,,,,,,,,,,
다사501480,2023,,,,,,,,,,,,,,,,,,
다사502487,2023,,,,,,,,,,,,,,,,,,
다사465498,2023,,,,,,,,,,,,,,,,,,
다사476492,2023,,,,,,,,,,,,,,,,,,
다사454497,2023,,,,,,,,,,,,,,,,,,
다사499489,2023,,,,,,,,,,,,,,,,,,
다사497490,2023,,,,,,,,,,,,,,,,,,
다사494468,2023,,,,,,,,,,,,,,,,,,
다사452505,2023,,,,,,,,,,,,,,,,,,
다사475491,2023,,,,,,,,,,,,,,,,,,
다사465479,2023,,,,,,,,,,,,,,,,,,
다사491477,2023,,,,,,,,,,,,,,,,,,
다사511465,2023,,,,,,,,,,,,,,,,,,
다사484480,2023,,,,,,,,,,,,,,,,,,
다사461501,2023,,,,,,,,,,,,,,,,,,
다사465451,2023,,,,,,,,,,,,,,,,,,
다사496470,2023,,,,,,,,,,,,,,,,,,
다사505477,2023,,,,,,,,,,,,,,,,,,
다사509470,2023,,,,,,,,,,,,,,,,,,
다사484486,2023,,,,,,,,,,,,,,,,,,
다사467498,2023,,,,,,,,,,,,,,,,,,
다사450467,2023,,,,,,,,,,,,,,,,,,
다사450468,2023,,,,,,,,,,,,,,,,,,
다사460504,2023,,,,,,,,,,,,,,,,,,
다사503476,2023,,,,,,,,,,,,,,,,,,
다사499483,2023,,,,,,,,,,,,,,,,,,
다사497479,2023,,,,,,,,,,,,,,,,,,
다사461479,2023,,,,,,,,,,,,,,,,,,
다사494486,2023,,,,,,,,,,,,,,,,,,
다사464468,2023,,,,,,,,,,,,,,,,,,
다사494487,2023,,,,,,,,,,,,,,,,,,
다사495470,2023,,,,,,,,,,,,,,,,,,
다사461480,2023,,,,,,,,,,,,,,,,,,
다사501481,2023,,,,,,,,,,,,,,,,,,
다사505480,2023,,,,,,,,,,,,,,,,,,
다사468493,2023,,,,,,,,,,,,,,,,,,
다사470485,2023,,,,,,,,,,,,,,,,,,
다사479487,2023,,,,,,,,,,,,,,,,,,
다사488478,2023,,,,,,,,,,,,,,,,,,
다사452467,2023,,,,,,,,,,,,,,,,,,
다사458491,2023,,,,,,,,,,,,,,,,,,
다사486481,2023,,,,,,,,,,,,,,,,,,
다사495490,2023,,,,,,,,,,,,,,,,,,
다사512473,2023,,,,,,,,,,,,,,,,,,
다사456503,2023,,,,,,,,,,,,,,,,,,
다사495486,2023,,,,,,,,,,,,,,,,,,
다사496480,2023,,,,,,,,,,,,,,,,,,
다사452471,2023,,,,,,,,,,,,,,,,,,
다사481469,2023,,,,,,,,,,,,,,,,,,
다사454504,2023,,,,,,,,,,,,,,,,,,
다사493483,2023,,,,,,,,,,,,,,,,,,
다사456506,2023,,,,,,,,,,,,,,,,,,
다사463485,2023,,,,,,,,,,,,,,,,,,
다사459501,2023,,,,,,,,,,,,,,,,,,
다사466501,2023,,,,,,,,,,,,,,,,,,
다사507465,2023,,,,,,,,,,,,,,,,,,
다사492460,2023,,,,,,,,,,,,,,,,,,
다사511469,2023,,,,,,,,,,,,,,,,,,
다사474487,2023,,,,,,,,,,,,,,,,,,
다사467495,2023,,,,,,,,,,,,,,,,,,
다사485452,2023,,,,,,,,,,,,,,,,,,
다사489476,2023,,,,,,,,,,,,,,,,,,
다사487486,2023,,,,,,,,,,,,,,,,,,
다사481472,2023,,,,,,,,,,,,,,,,,,
다사490483,2023,,,,,,,,,,,,,,,,,,
다사481492,2023,,,,,,,,,,,,,,,,,,
다사486485,2023,,,,,,,,,,,,,,,,,,
다사457492,2023,,,,,,,,,,,,,,,,,,
다사487492,2023,,,,,,,,,,,,,,,,,,
다사498468,2023,,,,,,,,,,,,,,,,,,
다사491491,2023,,,,,,,,,,,,,,,,,,
다사500485,2023,,,,,,,,,,,,,,,,,,
다사481484,2023,,,,,,,,,,,,,,,,,,
다사479464,2023,,,,,,,,,,,,,,,,,,
다사504479,2023,,,,,,,,,,,,,,,,,,
다사509469,2023,,,,,,,,,,,,,,,,,,
다사451508,2023,,,,,,,,,,,,,,,,,,
다사477487,2023,,,,,,,,,,,,,,,,,,
다사485456,2023,,,,,,,,,,,,,,,,,,
다사500490,2023,,,,,,,,,,,,,,,,,,
다사505466,2023,,,,,,,,,,,,,,,,,,
다사466475,2023,,,,,,,,,,,,,,,,,,
다사507481,2023,,,,,,,,,,,,,,,,,,
다사508480,2023,,,,,,,,,,,,,,,,,,
다사488475,2023,,,,,,,,,,,,,,,,,,
다사497482,2023,,,,,,,,,,,,,,,,,,
다사506486,2023,,,,,,,,,,,,,,,,,,
다사504486,2023,,,,,,,,,,,,,,,,,,
다사453476,2023,,,,,,,,,,,,,,,,,,
다사491476,2023,,,,,,,,,,,,,,,,,,
다사503472,2023,,,,,,,,,,,,,,,,,,
다사512472,2023,,,,,,,,,,,,,,,,,,
다사492481,2023,,,,,,,,,,,,,,,,,,
다사453472,2023,,,,,,,,,,,,,,,,,,
다사513468,2023,,,,,,,,,,,,,,,,,,
다사511471,2023,,,,,,,,,,,,,,,,,,
다사458498,2023,,,,,,,,,,,,,,,,,,
다사501483,2023,,,,,,,,,,,,,,,,,,
다사457478,2023,,,,,,,,,,,,,,,,,,
다사477437,2023,,,,,,,,,,,,,,,,,,
다사490482,2023,,,,,,,,,,,,,,,,,,
다사493486,2023,,,,,,,,,,,,,,,,,,
다사508482,2023,,,,,,,,,,,,,,,,,,
다사452473,2023,,,,,,,,,,,,,,,,,,
다사453506,2023,,,,,,,,,,,,,,,,,,
다사463447,2023,,,,,,,,,,,,,,,,,,
다사502483,2023,,,,,,,,,,,,,,,,,,
다사486488,2023,,,,,,,,,,,,,,,,,,
다사487453,2023,,,,,,,,,,,,,,,,,,
다사490470,2023,,,,,,,,,,,,,,,,,,
다사486471,2023,,,,,,,,,,,,,,,,,,
다사500464,2023,,,,,,,,,,,,,,,,,,
다사510471,2023,,,,,,,,,,,,,,,,,,
다사460486,2023,,,,,,,,,,,,,,,,,,
다사452501,2023,,,,,,,,,,,,,,,,,,
다사464495,2023,,,,,,,,,,,,,,,,,,
다사453470,2023,,,,,,,,,,,,,,,,,,
다사485483,2023,,,,,,,,,,,,,,,,,,
다사486469,2023,,,,,,,,,,,,,,,,,,
다사507468,2023,,,,,,,,,,,,,,,,,,
다사493474,2023,,,,,,,,,,,,,,,,,,
다사507476,2023,,,,,,,,,,,,,,,,,,
다사506473,2023,,,,,,,,,,,,,,,,,,
다사478486,2023,,,,,,,,,,,,,,,,,,
다사480488,2023,,,,,,,,,,,,,,,,,,
다사477485,2023,,,,,,,,,,,,,,,,,,
다사463451,2023,,,,,,,,,,,,,,,,,,
다사511476,2023,,,,,,,,,,,,,,,,,,
다사499477,2023,,,,,,,,,,,,,,,,,,
다사481491,2023,,,,,,,,,,,,,,,,,,
다사495481,2023,,,,,,,,,,,,,,,,,,
다사499474,2023,,,,,,,,,,,,,,,,,,
다사467501,2023,,,,,,,,,,,,,,,,,,
다사511470,2023,,,,,,,,,,,,,,,,,,
다사483471,2023,,,,,,,,,,,,,,,,,,
다사475434,2023,,,,,,,,,,,,,,,,,,
다사502482,2023,,,,,,,,,,,,,,,,,,
다사453465,2023,,,,,,,,,,,,,,,,,,
다사490480,2023,,,,,,,,,,,,,,,,,,
다사491487,2023,,,,,,,,,,,,,,,,,,
다사458505,2023,,,,,,,,,,,,,,,,,,
다사494472,2023,,,,,,,,,,,,,,,,,,
다사469492,2023,,,,,,,,,,,,,,,,,,
다사501490,2023,,,,,,,,,,,,,,,,,,
다사497478,2023,,,,,,,,,,,,,,,,,,
다사480475,2023,,,,,,,,,,,,,,,,,,
다사469496,2023,,,,,,,,,,,,,,,,,,
다사497485,2023,,,,,,,,,,,,,,,,,,
다사487467,2023,,,,,,,,,,,,,,,,,,
다사504478,2023,,,,,,,,,,,,,,,,,,
다사467492,2023,,,,,,,,,,,,,,,,,,
다사481470,2023,,,,,,,,,,,,,,,,,,
다사512471,2023,,,,,,,,,,,,,,,,,,
다사513471,2023,,,,,,,,,,,,,,,,,,
다사482491,2023,,,,,,,,,,,,,,,,,,
다사503483,2023,,,,,,,,,,,,,,,,,,
다사490467,2023,,,,,,,,,,,,,,,,,,
다사499482,2023,,,,,,,,,,,,,,,,,,
다사468492,2023,,,,,,,,,,,,,,,,,,
다사456505,2023,,,,,,,,,,,,,,,,,,
다사489473,2023,,,,,,,,,,,,,,,,,,
다사478487,2023,,,,,,,,,,,,,,,,,,
다사480442,2023,,,,,,,,,,,,,,,,,,
다사495487,2023,,,,,,,,,,,,,,,,,,
다사496471,2023,,,,,,,,,,,,,,,,,,
다사512478,2023,,,,,,,,,,,,,,,,,,
다사471430,2023,,,,,,,,,,,,,,,,,,
다사494489,2023,,,,,,,,,,,,,,,,,,
다사504474,2023,,,,,,,,,,,,,,,,,,
다사503478,2023,,,,,,,,,,,,,,,,,,
다사486467,2023,,,,,,,,,,,,,,,,,,
다사513467,2023,,,,,,,,,,,,,,,,,,
다사479490,2023,,,,,,,,,,,,,,,,,,
다사508472,2023,,,,,,,,,,,,,,,,,,
다사489478,2023,,,,,,,,,,,,,,,,,,
다사454506,2023,,,,,,,,,,,,,,,,,,
다사485472,2023,,,,,,,,,,,,,,,,,,
다사490491,2023,,,,,,,,,,,,,,,,,,
다사495474,2023,,,,,,,,,,,,,,,,,,
다사453503,2023,,,,,,,,,,,,,,,,,,
다사494479,2023,,,,,,,,,,,,,,,,,,
다사507480,2023,,,,,,,,,,,,,,,,,,
다사481490,2023,,,,,,,,,,,,,,,,,,
다사451504,2023,,,,,,,,,,,,,,,,,,
다사474490,2023,,,,,,,,,,,,,,,,,,
다사513473,2023,,,,,,,,,,,,,,,,,,
다사485490,2023,,,,,,,,,,,,,,,,,,
다사490486,2023,,,,,,,,,,,,,,,,,,
다사451502,2023,,,,,,,,,,,,,,,,,,
다사485491,2023,,,,,,,,,,,,,,,,,,
다사501478,2023,,,,,,,,,,,,,,,,,,
다사482472,2023,,,,,,,,,,,,,,,,,,
다사500479,2023,,,,,,,,,,,,,,,,,,
다사489466,2023,,,,,,,,,,,,,,,,,,
다사493487,2023,,,,,,,,,,,,,,,,,,
다사463500,2023,,,,,,,,,,,,,,,,,,
다사494477,2023,,,,,,,,,,,,,,,,,,
다사512479,2023,,,,,,,,,,,,,,,,,,
다사489481,2023,,,,,,,,,,,,,,,,,,
다사455469,2023,,,,,,,,,,,,,,,,,,
다사506474,2023,,,,,,,,,,,,,,,,,,
다사451505,2023,,,,,,,,,,,,,,,,,,
다사504485,2023,,,,,,,,,,,,,,,,,,
다사469495,2023,,,,,,,,,,,,,,,,,,
다사508478,2023,,,,,,,,,,,,,,,,,,
다사457462,2023,,,,,,,,,,,,,,,,,,
다사486489,2023,,,,,,,,,,,,,,,,,,
다사494473,2023,,,,,,,,,,,,,,,,,,
다사504483,2023,,,,,,,,,,,,,,,,,,
다사463469,2023,,,,,,,,,,,,,,,,,,
다사484483,2023,,,,,,,,,,,,,,,,,,
다사495491,2023,,,,,,,,,,,,,,,,,,
다사485485,2023,,,,,,,,,,,,,,,,,,
다사463501,2023,,,,,,,,,,,,,,,,,,
다사467460,2023,,,,,,,,,,,,,,,,,,
다사463452,2023,,,,,,,,,,,,,,,,,,
다사495467,2023,,,,,,,,,,,,,,,,,,
다사469463,2023,,,,,,,,,,,,,,,,,,
다사508473,2023,,,,,,,,,,,,,,,,,,
다사496481,2023,,,,,,,,,,,,,,,,,,
다사508481,2023,,,,,,,,,,,,,,,,,,
다사455470,2023,,,,,,,,,,,,,,,,,,
다사452476,2023,,,,,,,,,,,,,,,,,,
다사481485,2023,,,,,,,,,,,,,,,,,,
다사463494,2023,,,,,,,,,,,,,,,,,,
다사472487,2023,,,,,,,,,,,,,,,,,,
다사498483,2023,,,,,,,,,,,,,,,,,,
다사471488,2023,,,,,,,,,,,,,,,,,,
다사488473,2023,,,,,,,,,,,,,,,,,,
다사484490,2023,,,,,,,,,,,,,,,,,,
다사483492,2023,,,,,,,,,,,,,,,,,,
다사505485,2023,,,,,,,,,,,,,,,,,,
다사489451,2023,,,,,,,,,,,,,,,,,,
다사503485,2023,,,,,,,,,,,,,,,,,,
다사473478,2023,,,,,,,,,,,,,,,,,,
다사493461,2023,,,,,,,,,,,,,,,,,,
다사456462,2023,,,,,,,,,,,,,,,,,,
다사501479,2023,,,,,,,,,,,,,,,,,,
다사460502,2023,,,,,,,,,,,,,,,,,,
다사506471,2023,,,,,,,,,,,,,,,,,,
다사494464,2023,,,,,,,,,,,,,,,,,,
다사512468,2023,,,,,,,,,,,,,,,,,,
다사506465,2023,,,,,,,,,,,,,,,,,,
다사473490,2023,,,,,,,,,,,,,,,,,,
다사488485,2023,,,,,,,,,,,,,,,,,,
다사461481,2023,,,,,,,,,,,,,,,,,,
다사499481,2023,,,,,,,,,,,,,,,,,,
다사458489,2023,,,,,,,,,,,,,,,,,,
다사490478,2023,,,,,,,,,,,,,,,,,,
다사505476,2023,,,,,,,,,,,,,,,,,,
다사473488,2023,,,,,,,,,,,,,,,,,,
다사485484,2023,,,,,,,,,,,,,,,,,,
다사479477,2023,,,,,,,,,,,,,,,,,,
다사483474,2023,,,,,,,,,,,,,,,,,,
다사478479,2023,,,,,,,,,,,,,,,,,,
다사454465,2023,,,,,,,,,,,,,,,,,,
다사491488,2023,,,,,,,,,,,,,,,,,,
다사483486,2023,,,,,,,,,,,,,,,,,,
다사491475,2023,,,,,,,,,,,,,,,,,,
다사505467,2023,,,,,,,,,,,,,,,,,,
다사487476,2023,,,,,,,,,,,,,,,,,,
다사491471,2023,,,,,,,,,,,,,,,,,,
다사454508,2023,,,,,,,,,,,,,,,,,,
다사507472,2023,,,,,,,,,,,,,,,,,,
다사459487,2023,,,,,,,,,,,,,,,,,,
다사487473,2023,,,,,,,,,,,,,,,,,,
다사494488,2023,,,,,,,,,,,,,,,,,,
다사456496,2023,,,,,,,,,,,,,,,,,,
다사479481,2023,,,,,,,,,,,,,,,,,,
다사469500,2023,,,,,,,,,,,,,,,,,,
다사453507,2023,,,,,,,,,,,,,,,,,,
다사452500,2023,,,,,,,,,,,,,,,,,,
다사466498,2023,,,,,,,,,,,,,,,,,,
다사507484,2023,,,,,,,,,,,,,,,,,,
다사504471,2023,,,,,,,,,,,,,,,,,,
다사496488,2023,,,,,,,,,,,,,,,,,,
다사510465,2023,,,,,,,,,,,,,,,,,,
다사459499,2023,,,,,,,,,,,,,,,,,,
다사468466,2023,,,,,,,,,,,,,,,,,,
다사490477,2023,,,,,,,,,,,,,,,,,,
다사501475,2023,,,,,,,,,,,,,,,,,,
다사468431,2023,,,,,,,,,,,,,,,,,,
다사484475,2023,,,,,,,,,,,,,,,,,,
다사464493,2023,,,,,,,,,,,,,,,,,,
다사473492,2023,,,,,,,,,,,,,,,,,,
다사498489,2023,,,,,,,,,,,,,,,,,,
다사469464,2023,,,,,,,,,,,,,,,,,,
다사487465,2023,,,,,,,,,,,,,,,,,,
다사467491,2023,,,,,,,,,,,,,,,,,,
다사509466,2023,,,,,,,,,,,,,,,,,,
다사483470,2023,,,,,,,,,,,,,,,,,,
다사482471,2023,,,,,,,,,,,,,,,,,,
다사500483,2023,,,,,,,,,,,,,,,,,,
다사472466,2023,,,,,,,,,,,,,,,,,,
다사469494,2023,,,,,,,,,,,,,,,,,,
다사505472,2023,,,,,,,,,,,,,,,,,,
다사456494,2023,,,,,,,,,,,,,,,,,,
다사496487,2023,,,,,,,,,,,,,,,,,,
다사487488,2023,,,,,,,,,,,,,,,,,,
다사506476,2023,,,,,,,,,,,,,,,,,,
다사461459,2023,,,,,,,,,,,,,,,,,,
다사495479,2023,,,,,,,,,,,,,,,,,,
다사460498,2023,,,,,,,,,,,,,,,,,,
다사495471,2023,,,,,,,,,,,,,,,,,,
다사461486,2023,,,,,,,,,,,,,,,,,,
다사512475,2023,,,,,,,,,,,,,,,,,,
다사457493,2023,,,,,,,,,,,,,,,,,,
다사489490,2023,,,,,,,,,,,,,,,,,,
다사509472,2023,,,,,,,,,,,,,,,,,,
다사510478,2023,,,,,,,,,,,,,,,,,,
다사488492,2023,,,,,,,,,,,,,,,,,,
다사460487,2023,,,,,,,,,,,,,,,,,,
다사493471,2023,,,,,,,,,,,,,,,,,,
다사509471,2023,,,,,,,,,,,,,,,,,,
다사456502,2023,,,,,,,,,,,,,,,,,,
다사482468,2023,,,,,,,,,,,,,,,,,,
다사480489,2023,,,,,,,,,,,,,,,,,,
다사459483,2023,,,,,,,,,,,,,,,,,,
다사463495,2023,,,,,,,,,,,,,,,,,,
다사505470,2023,,,,,,,,,,,,,,,,,,
다사506477,2023,,,,,,,,,,,,,,,,,,
다사464502,2023,,,,,,,,,,,,,,,,,,
다사466494,2023,,,,,,,,,,,,,,,,,,
다사502467,2023,,,,,,,,,,,,,,,,,,
다사491458,2023,,,,,,,,,,,,,,,,,,
다사484482,2023,,,,,,,,,,,,,,,,,,
다사491489,2023,,,,,,,,,,,,,,,,,,
다사493489,2023,,,,,,,,,,,,,,,,,,
다사507471,2023,,,,,,,,,,,,,,,,,,
다사453464,2023,,,,,,,,,,,,,,,,,,
다사503477,2023,,,,,,,,,,,,,,,,,,
다사470498,2023,,,,,,,,,,,,,,,,,,
다사499488,2023,,,,,,,,,,,,,,,,,,
다사483491,2023,,,,,,,,,,,,,,,,,,
다사507485,2023,,,,,,,,,,,,,,,,,,
다사451473,2023,,,,,,,,,,,,,,,,,,
다사484478,2023,,,,,,,,,,,,,,,,,,
다사510469,2023,,,,,,,,,,,,,,,,,,
다사507467,2023,,,,,,,,,,,,,,,,,,
다사502464,2023,,,,,,,,,,,,,,,,,,
다사477489,2023,,,,,,,,,,,,,,,,,,
다사500486,2023,,,,,,,,,,,,,,,,,,
다사488486,2023,,,,,,,,,,,,,,,,,,
다사507486,2023,,,,,,,,,,,,,,,,,,
다사467493,2023,,,,,,,,,,,,,,,,,,
다사468463,2023,,,,,,,,,,,,,,,,,,
다사484485,2023,,,,,,,,,,,,,,,,,,
다사492474,2023,,,,,,,,,,,,,,,,,,
다사489489,2023,,,,,,,,,,,,,,,,,,
다사507475,2023,,,,,,,,,,,,,,,,,,
다사475486,2023,,,,,,,,,,,,,,,,,,
다사499464,2023,,,,,,,,,,,,,,,,,,
다사483479,2023,,,,,,,,,,,,,,,,,,
다사476435,2023,,,,,,,,,,,,,,,,,,
다사491457,2023,,,,,,,,,,,,,,,,,,
다사489477,2023,,,,,,,,,,,,,,,,,,
다사465455,2023,,,,,,,,,,,,,,,,,,
다사484473,2023,,,,,,,,,,,,,,,,,,
다사494483,2023,,,,,,,,,,,,,,,,,,
다사483480,2023,,,,,,,,,,,,,,,,,,
다사458503,2023,,,,,,,,,,,,,,,,,,
다사454503,2023,,,,,,,,,,,,,,,,,,
다사469431,2023,,,,,,,,,,,,,,,,,,
다사470493,2023,,,,,,,,,,,,,,,,,,
다사511472,2023,,,,,,,,,,,,,,,,,,
다사481480,2023,,,,,,,,,,,,,,,,,,
다사511467,2023,,,,,,,,,,,,,,,,,,
다사508485,2023,,,,,,,,,,,,,,,,,,
다사458501,2023,,,,,,,,,,,,,,,,,,
다사495489,2023,,,,,,,,,,,,,,,,,,
다사478480,2023,,,,,,,,,,,,,,,,,,
다사482476,2023,,,,,,,,,,,,,,,,,,
다사459493,2023,,,,,,,,,,,,,,,,,,
다사475451,2023,,,,,,,,,,,,,,,,,,
다사509483,2023,,,,,,,,,,,,,,,,,,
다사461483,2023,,,,,,,,,,,,,,,,,,
다사498491,2023,,,,,,,,,,,,,,,,,,
다사454464,2023,,,,,,,,,,,,,,,,,,
다사481478,2023,,,,,,,,,,,,,,,,,,
다사460503,2023,,,,,,,,,,,,,,,,,,
다사502485,2023,,,,,,,,,,,,,,,,,,
다사485479,2023,,,,,,,,,,,,,,,,,,
다사493490,2023,,,,,,,,,,,,,,,,,,
다사489483,2023,,,,,,,,,,,,,,,,,,
다사463497,2023,,,,,,,,,,,,,,,,,,
다사462496,2023,,,,,,,,,,,,,,,,,,
다사464500,2023,,,,,,,,,,,,,,,,,,
다사457490,2023,,,,,,,,,,,,,,,,,,
다사455504,2023,,,,,,,,,,,,,,,,,,
다사508465,2023,,,,,,,,,,,,,,,,,,
다사506482,2023,,,,,,,,,,,,,,,,,,
다사463486,2023,,,,,,,,,,,,,,,,,,
다사496473,2023,,,,,,,,,,,,,,,,,,
다사452507,2023,,,,,,,,,,,,,,,,,,
다사506483,2023,,,,,,,,,,,,,,,,,,
다사480481,2023,,,,,,,,,,,,,,,,,,
다사466466,2023,,,,,,,,,,,,,,,,,,
다사511480,2023,,,,,,,,,,,,,,,,,,
다사482478,2023,,,,,,,,,,,,,,,,,,
다사507466,2023,,,,,,,,,,,,,,,,,,
다사451506,2023,,,,,,,,,,,,,,,,,,
다사499465,2023,,,,,,,,,,,,,,,,,,
다사486476,2023,,,,,,,,,,,,,,,,,,
다사480477,2023,,,,,,,,,,,,,,,,,,
다사486468,2023,,,,,,,,,,,,,,,,,,
다사496465,2023,,,,,,,,,,,,,,,,,,
다사463455,2023,,,,,,,,,,,,,,,,,,
다사464453,2023,,,,,,,,,,,,,,,,,,
다사488483,2023,,,,,,,,,,,,,,,,,,
다사491473,2023,,,,,,,,,,,,,,,,,,
다사492480,2023,,,,,,,,,,,,,,,,,,
다사460497,2023,,,,,,,,,,,,,,,,,,
다사451469,2023,,,,,,,,,,,,,,,,,,
다사499478,2023,,,,,,,,,,,,,,,,,,
다사452466,2023,,,,,,,,,,,,,,,,,,
다사495475,2023,,,,,,,,,,,,,,,,,,
다사484474,2023,,,,,,,,,,,,,,,,,,
다사510482,2023,,,,,,,,,,,,,,,,,,
다사450503,2023,,,,,,,,,,,,,,,,,,
다사480476,2023,,,,,,,,,,,,,,,,,,
다사460499,2023,,,,,,,,,,,,,,,,,,
다사487468,2023,,,,,,,,,,,,,,,,,,
다사484488,2023,,,,,,,,,,,,,,,,,,
다사502479,2023,,,,,,,,,,,,,,,,,,
다사484491,2023,,,,,,,,,,,,,,,,,,
다사469493,2023,,,,,,,,,,,,,,,,,,
다사472495,2023,,,,,,,,,,,,,,,,,,
다사506478,2023,,,,,,,,,,,,,,,,,,
다사474477,2023,,,,,,,,,,,,,,,,,,
다사464492,2023,,,,,,,,,,,,,,,,,,
다사509468,2023,,,,,,,,,,,,,,,,,,
다사457496,2023,,,,,,,,,,,,,,,,,,
다사493485,2023,,,,,,,,,,,,,,,,,,
다사508484,2023,,,,,,,,,,,,,,,,,,
다사468498,2023,,,,,,,,,,,,,,,,,,
다사453471,2023,,,,,,,,,,,,,,,,,,
다사498492,2023,,,,,,,,,,,,,,,,,,
다사511479,2023,,,,,,,,,,,,,,,,,,
다사462499,2023,,,,,,,,,,,,,,,,,,
다사482481,2023,,,,,,,,,,,,,,,,,,
다사488491,2023,,,,,,,,,,,,,,,,,,
다사453505,2023,,,,,,,,,,,,,,,,,,
다사480490,2023,,,,,,,,,,,,,,,,,,
다사497463,2023,,,,,,,,,,,,,,,,,,
다사498480,2023,,,,,,,,,,,,,,,,,,
다사453467,2023,,,,,,,,,,,,,,,,,,
다사483472,2023,,,,,,,,,,,,,,,,,,
다사497484,2023,,,,,,,,,,,,,,,,,,
